编号,SMILES,InChL,HomoEnergy,LumoEnergy,EnergyGap,偶极矩,极化率
36261,N#CCN1C2C3CC2C13,"1S/C7H8N2/c8-1-2-9-6-4-3-5(6)7(4)9/h4-7H,2-3H2",-0.2387,0.0252,0.2639,4.6378,77.23
36262,N#CCN1C2C3NC2C13,"1S/C6H7N3/c7-1-2-9-5-3-6(9)4(5)8-3/h3-6,8H,2H2",-0.2395,0.0174,0.257,3.1516,73.14
36265,C#CCC1C2C3CC3N12,"1S/C8H9N/c1-2-3-6-8-5-4-7(5)9(6)8/h1,5-8H,3-4H2",-0.2207,0.0459,0.2666,1.6973,81.39
36266,C#CCC1C2C3CN3C12,"1S/C8H9N/c1-2-3-5-7-6-4-9(6)8(5)7/h1,5-8H,3-4H2",-0.2246,0.0482,0.2728,1.0181,81.52
36267,C#CCC1C2C3NC3C12,"1S/C8H9N/c1-2-3-4-5-6(4)8-7(5)9-8/h1,4-9H,3H2",-0.2123,0.0598,0.2721,2.6819,81.32
36269,C#CCN1C2C3CC3C12,"1S/C8H9N/c1-2-3-9-7-5-4-6(5)8(7)9/h1,5-8H,3-4H2",-0.2183,0.0482,0.2666,1.5574,82.26
36270,C#CCN1C2C3NC3C12,"1S/C7H8N2/c1-2-3-9-6-4-5(8-4)7(6)9/h1,4-8H,3H2",-0.2121,0.0521,0.2642,3.0465,78.61
36272,N#CCC1C2C3CC3C12,"1S/C8H9N/c9-2-1-4-7-5-3-6(5)8(4)7/h4-8H,1,3H2",-0.2248,0.0374,0.2622,4.4807,79.71
36273,N#CCC1C2C3CC3N12,"1S/C7H8N2/c8-2-1-5-7-4-3-6(4)9(5)7/h4-7H,1,3H2",-0.2352,0.0266,0.2619,4.6977,76.19
36274,N#CCC1C2C3CN3C12,"1S/C7H8N2/c8-2-1-4-6-5-3-9(5)7(4)6/h4-7H,1,3H2",-0.2387,0.0285,0.2672,2.9546,76.36
36275,N#CCC1C2C3NC3C12,"1S/C7H8N2/c8-2-1-3-4-5(3)7-6(4)9-7/h3-7,9H,1H2",-0.2265,0.0436,0.2701,6.0325,76.04
36277,N#CCN1C2C3CC3C12,"1S/C7H8N2/c8-1-2-9-6-4-3-5(4)7(6)9/h4-7H,2-3H2",-0.2346,0.028,0.2626,5.1203,76.91
36278,N#CCN1C2C3NC3C12,"1S/C6H7N3/c7-1-2-9-5-3-4(8-3)6(5)9/h3-6,8H,2H2",-0.2284,0.0363,0.2647,6.5862,73.22
36282,C#CCN1C2CC1C=C2,"1S/C8H9N/c1-2-5-9-7-3-4-8(9)6-7/h1,3-4,7-8H,5-6H2",-0.2149,0.0081,0.223,1.3604,82.1
36283,N#CCC1C2CC1C=C2,"1S/C8H9N/c9-4-3-8-6-1-2-7(8)5-6/h1-2,6-8H,3,5H2",-0.2392,0.0022,0.2414,3.9884,80.15
36285,N#CCN1C2CC1C=C2,"1S/C7H8N2/c8-3-4-9-6-1-2-7(9)5-6/h1-2,6-7H,4-5H2",-0.2346,-0.0047,0.2298,4.5556,77.06
36289,N#CCC1C2CC1CC2,"1S/C8H11N/c9-4-3-8-6-1-2-7(8)5-6/h6-8H,1-3,5H2",-0.3043,0.0375,0.3418,4.084,82.45
36292,N#CCC1C2CN1CC2,"1S/C7H10N2/c8-3-1-7-6-2-4-9(7)5-6/h6-7H,1-2,4-5H2",-0.2435,0.0322,0.2758,3.4358,78.75
36293,N#CCN1C2CC1CC2,"1S/C7H10N2/c8-3-4-9-6-1-2-7(9)5-6/h6-7H,1-2,4-5H2",-0.2334,0.027,0.2604,4.5206,79.54
36296,C#CCN1C2CC=CC12,"1S/C8H9N/c1-2-6-9-7-4-3-5-8(7)9/h1,3-4,7-8H,5-6H2",-0.2292,0.0035,0.2327,1.7058,82.21
36297,N#CCC1C2C=CCN12,"1S/C7H8N2/c8-4-3-7-6-2-1-5-9(6)7/h1-2,6-7H,3,5H2",-0.2328,-0.0071,0.2257,4.487,76.77
36298,N#CCC1C2CC=CC12,"1S/C8H9N/c9-5-4-8-6-2-1-3-7(6)8/h1-2,6-8H,3-4H2",-0.2436,0.0044,0.248,4.3463,80.44
36300,N#CCN1C2CC=CC12,"1S/C7H8N2/c8-4-5-9-6-2-1-3-7(6)9/h1-2,6-7H,3,5H2",-0.2475,-0.0108,0.2367,4.9563,77.16
36305,C#CCN1C2CCCC12,"1S/C8H11N/c1-2-6-9-7-4-3-5-8(7)9/h1,7-8H,3-6H2",-0.2231,0.049,0.2721,1.6224,83.86
36307,N#CCC1C2CCCC12,"1S/C8H11N/c9-5-4-8-6-2-1-3-7(6)8/h6-8H,1-4H2",-0.277,0.0406,0.3175,4.2282,81.88
36308,N#CCC1C2CCCN12,"1S/C7H10N2/c8-4-3-7-6-2-1-5-9(6)7/h6-7H,1-3,5H2",-0.2377,0.0328,0.2705,4.6013,78.32
36312,N#CCN1C2CCCC12,"1S/C7H10N2/c8-4-5-9-6-2-1-3-7(6)9/h6-7H,1-3,5H2",-0.2428,0.0287,0.2715,4.6858,78.88
36315,C#CCC1C=CC2NC12,"1S/C8H9N/c1-2-3-6-4-5-7-8(6)9-7/h1,4-9H,3H2",-0.2356,0.0092,0.2448,1.9888,82.61
36317,C#CCN1C=NC2CC12,"1S/C7H8N2/c1-2-3-9-5-8-6-4-7(6)9/h1,5-7H,3-4H2",-0.2088,0.02,0.2288,2.7758,77.67
36318,N#CCC1C=CC2CC12,"1S/C8H9N/c9-4-3-6-1-2-7-5-8(6)7/h1-2,6-8H,3,5H2",-0.243,0.0033,0.2463,4.2838,80.82
36319,N#CCC1C=CC2CN12,"1S/C7H8N2/c8-4-3-6-1-2-7-5-9(6)7/h1-2,6-7H,3,5H2",-0.2366,-0.0088,0.2278,5.19,77.25
36320,N#CCC1C=CC2NC12,"1S/C7H8N2/c8-4-3-5-1-2-6-7(5)9-6/h1-2,5-7,9H,3H2",-0.2494,-0.0047,0.2447,5.15,77.32
36322,N#CCN1C=NC2CC12,"1S/C6H7N3/c7-1-2-9-4-8-5-3-6(5)9/h4-6H,2-3H2",-0.2261,0.0015,0.2276,3.3797,72.9
36323,C#CC1CC(CC#N)C1,"1S/C8H9N/c1-2-7-5-8(6-7)3-4-9/h1,7-8H,3,5-6H2",-0.2662,0.0284,0.2946,3.5792,83.23
36324,C#CC1CC(CC#N)N1,"1S/C7H8N2/c1-2-6-5-7(9-6)3-4-8/h1,6-7,9H,3,5H2",-0.2445,0.0179,0.2625,4.0994,78.26
36326,C#CC1CN(CC#N)C1,"1S/C7H8N2/c1-2-7-5-9(6-7)4-3-8/h1,7H,4-6H2",-0.2428,0.016,0.2588,4.1491,80.17
36328,C#CCC1CC(C1)C#N,"1S/C8H9N/c1-2-3-7-4-8(5-7)6-9/h1,7-8H,3-5H2",-0.2733,0.0257,0.299,3.8738,82.75
36329,C#CCC1CC(N1)C#N,"1S/C7H8N2/c1-2-3-6-4-7(5-8)9-6/h1,6-7,9H,3-4H2",-0.2512,0.013,0.2642,4.6091,79.27
36332,C#CCN1CC(C1)C#C,"1S/C8H9N/c1-3-5-9-6-8(4-2)7-9/h1-2,8H,5-7H2",-0.2267,0.0372,0.2639,0.5414,85.53
36333,C#CCN1CC(C1)C#N,"1S/C7H8N2/c1-2-3-9-5-7(4-8)6-9/h1,7H,3,5-6H2",-0.2429,0.0198,0.2628,3.2722,80.1
36334,N#CCC1CC(C1)C#N,"1S/C7H8N2/c8-2-1-6-3-7(4-6)5-9/h6-7H,1,3-4H2",-0.3192,0.0107,0.3299,3.3743,77.55
36335,N#CCC1CC(N1)C#N,"1S/C6H7N3/c7-2-1-5-3-6(4-8)9-5/h5-6,9H,1,3H2",-0.2671,-0.0014,0.2657,4.5083,74.19
36337,N#CCN1CC(C1)C#N,"1S/C6H7N3/c7-1-2-9-4-6(3-8)5-9/h6H,2,4-5H2",-0.2628,0.0031,0.266,2.8383,74.97
36341,C#CCC1NC11CCC1,"1S/C8H11N/c1-2-4-7-8(9-7)5-3-6-8/h1,7,9H,3-6H2",-0.2392,0.0584,0.2975,1.8837,86.22
36345,C#CCN1CC11CCC1,"1S/C8H11N/c1-2-6-9-7-8(9)4-3-5-8/h1H,3-7H2",-0.2293,0.0401,0.2693,0.9227,84.74
36347,N#CCC1CC11CCC1,"1S/C8H11N/c9-5-2-7-6-8(7)3-1-4-8/h7H,1-4,6H2",-0.2772,0.0382,0.3155,4.3774,84.42
36350,N#CCC1NC11CCC1,"1S/C7H10N2/c8-5-2-6-7(9-6)3-1-4-7/h6,9H,1-4H2",-0.2569,0.0382,0.295,4.9439,81.02
36354,N#CCN1CC11CCC1,"1S/C7H10N2/c8-4-5-9-6-7(9)2-1-3-7/h1-3,5-6H2",-0.2503,0.0259,0.2762,4.813,81.39
36358,C#CCC1CC1N1CC1,"1S/C8H11N/c1-2-3-7-6-8(7)9-4-5-9/h1,7-8H,3-6H2",-0.2359,0.0619,0.2977,1.8818,87.2
36359,C#CCC1CN1C1CC1,"1S/C8H11N/c1-2-3-8-6-9(8)7-4-5-7/h1,7-8H,3-6H2",-0.2297,0.0511,0.2808,1.1865,85.3
36360,C#CCC1NC1C1CN1,"1S/C7H10N2/c1-2-3-5-7(9-5)6-4-8-6/h1,5-9H,3-4H2",-0.2375,0.0552,0.2927,2.8921,81.71
36365,C#CCN1CC1C1CC1,"1S/C8H11N/c1-2-5-9-6-8(9)7-3-4-7/h1,7-8H,3-6H2",-0.2238,0.0393,0.2631,1.0465,85.23
36366,C#CCN1CC1C1CN1,"1S/C7H10N2/c1-2-3-9-5-7(9)6-4-8-6/h1,6-8H,3-5H2",-0.2262,0.0335,0.2597,0.7212,81.88
36368,N#CCC1CC1C1CC1,"1S/C8H11N/c9-4-3-7-5-8(7)6-1-2-6/h6-8H,1-3,5H2",-0.2643,0.0376,0.3018,4.2834,84.72
36370,N#CCC1CC1N1CC1,"1S/C7H10N2/c8-2-1-6-5-7(6)9-3-4-9/h6-7H,1,3-5H2",-0.2504,0.0429,0.2933,5.2632,82.01
36371,N#CCC1CN1C1CC1,"1S/C7H10N2/c8-4-3-7-5-9(7)6-1-2-6/h6-7H,1-3,5H2",-0.243,0.0308,0.2738,3.9677,80.43
36372,N#CCC1NC1C1CC1,"1S/C7H10N2/c8-4-3-6-7(9-6)5-1-2-5/h5-7,9H,1-3H2",-0.2594,0.0373,0.2967,4.7404,81.49
36373,N#CCC1NC1C1CN1,"1S/C6H9N3/c7-2-1-4-6(9-4)5-3-8-5/h4-6,8-9H,1,3H2",-0.2501,0.0347,0.2848,5.0163,76.58
36378,N#CCN1CC1C1CC1,"1S/C7H10N2/c8-3-4-9-5-7(9)6-1-2-6/h6-7H,1-2,4-5H2",-0.2448,0.0215,0.2663,2.5674,78.8
36379,N#CCN1CC1C1CN1,"1S/C6H9N3/c7-1-2-9-4-6(9)5-3-8-5/h5-6,8H,2-4H2",-0.2414,0.0135,0.255,3.6496,76.82
36382,C#CCC1CC1CC#N,"1S/C8H9N/c1-2-3-7-6-8(7)4-5-9/h1,7-8H,3-4,6H2",-0.2705,0.0306,0.301,3.6115,82.85
36383,C#CCC1CN1CC#C,"1S/C8H9N/c1-3-5-8-7-9(8)6-4-2/h1-2,8H,5-7H2",-0.2333,0.035,0.2683,1.0343,82.91
36384,C#CCC1CN1CC#N,"1S/C7H8N2/c1-2-3-7-6-9(7)5-4-8/h1,7H,3,5-6H2",-0.253,0.0161,0.2691,2.4709,77.66
36385,C#CCC1NC1CC#C,"1S/C8H9N/c1-3-5-7-8(9-7)6-4-2/h1-2,7-9H,5-6H2",-0.2484,0.049,0.2973,1.6153,84.98
36386,C#CCC1NC1CC#N,"1S/C7H8N2/c1-2-3-6-7(9-6)4-5-8/h1,6-7,9H,3-4H2",-0.264,0.0312,0.2952,4.1182,79.73
36389,C#CCN1CC1CC#N,"1S/C7H8N2/c1-2-5-9-6-7(9)3-4-8/h1,7H,3,5-6H2",-0.2484,0.0217,0.2701,4.0083,77.81
36390,N#CCC1CC1CC#N,"1S/C7H8N2/c8-3-1-6-5-7(6)2-4-9/h6-7H,1-2,5H2",-0.3152,0.0164,0.3317,2.5263,77.62
36391,N#CCC1CN1CC#N,"1S/C6H7N3/c7-2-1-6-5-9(6)4-3-8/h6H,1,4-5H2",-0.2683,0.0031,0.2714,3.7053,72.61
36392,N#CCC1NC1CC#N,"1S/C6H7N3/c7-3-1-5-6(9-5)2-4-8/h5-6,9H,1-2H2",-0.2861,0.0181,0.3042,3.467,74.54
36397,C#CCN1CC2(CN2)C1,"1S/C7H10N2/c1-2-3-9-5-7(6-9)4-8-7/h1,8H,3-6H2",-0.2199,0.0392,0.2591,1.8074,83.1
36399,N#CCC1CC2(CC2)C1,"1S/C8H11N/c9-4-1-7-5-8(6-7)2-3-8/h7H,1-3,5-6H2",-0.2762,0.0345,0.3106,4.0159,84.39
36402,N#CCN1CC2(CC2)C1,"1S/C7H10N2/c8-3-4-9-5-7(6-9)1-2-7/h1-2,4-6H2",-0.2351,0.0218,0.2569,4.4158,81.73
36403,N#CCN1CC2(CN2)C1,"1S/C6H9N3/c7-1-2-9-4-6(5-9)3-8-6/h8H,2-5H2",-0.2383,0.018,0.2563,3.7665,78.05
36408,N#CCC1CC2CC1C2,"1S/C8H11N/c9-2-1-7-3-6-4-8(7)5-6/h6-8H,1,3-5H2",-0.307,0.0391,0.3461,4.2164,82.52
36410,N#CCC1CC2CN1C2,"1S/C7H10N2/c8-2-1-7-3-6-4-9(7)5-6/h6-7H,1,3-5H2",-0.2419,0.0376,0.2795,5.4882,79.15
36412,N#CCN1CC2CC1C2,"1S/C7H10N2/c8-1-2-9-5-6-3-7(9)4-6/h6-7H,2-5H2",-0.2285,0.0278,0.2563,4.5644,79.59
36417,C#CCN1CC2NC2C1,"1S/C7H10N2/c1-2-3-9-4-6-7(5-9)8-6/h1,6-8H,3-5H2",-0.2059,0.0506,0.2565,2.3185,80.97
36419,N#CCC1CC2CC2C1,"1S/C8H11N/c9-2-1-6-3-7-5-8(7)4-6/h6-8H,1,3-5H2",-0.2772,0.0357,0.3128,4.1215,81.88
36421,N#CCC1CC2CN2C1,"1S/C7H10N2/c8-2-1-6-3-7-5-9(7)4-6/h6-7H,1,3-5H2",-0.2388,0.0293,0.2682,4.1293,78.27
36424,N#CCN1CC2CC2C1,"1S/C7H10N2/c8-1-2-9-4-6-3-7(6)5-9/h6-7H,2-5H2",-0.2329,0.0268,0.2597,3.2436,79.23
36425,N#CCN1CC2NC2C1,"1S/C6H9N3/c7-1-2-9-3-5-6(4-9)8-5/h5-6,8H,2-4H2",-0.2262,0.0307,0.2569,5.6096,75.77
36434,N#CCC1CC2CCC12,"1S/C8H11N/c9-4-3-7-5-6-1-2-8(6)7/h6-8H,1-3,5H2",-0.2795,0.0385,0.3181,4.2456,82.76
36435,N#CCC1CC2CCN12,"1S/C7H10N2/c8-3-1-6-5-7-2-4-9(6)7/h6-7H,1-2,4-5H2",-0.2205,0.0301,0.2506,5.0106,78.94
36442,N#CCN1CC2CCC12,"1S/C7H10N2/c8-3-4-9-5-6-1-2-7(6)9/h6-7H,1-2,4-5H2",-0.2305,0.0232,0.2537,4.4976,80.59
36450,N#CCC1CCC11CC1,"1S/C8H11N/c9-6-2-7-1-3-8(7)4-5-8/h7H,1-5H2",-0.2798,0.0367,0.3165,4.1033,83.72
36451,N#CCC1CCC11CN1,"1S/C7H10N2/c8-4-2-6-1-3-7(6)5-9-7/h6,9H,1-3,5H2",-0.2546,0.0312,0.2858,2.9061,80.15
36454,N#CCC1NCC11CN1,"1S/C6H9N3/c7-2-1-5-6(3-8-5)4-9-6/h5,8-9H,1,3-4H2",-0.2441,0.0322,0.2763,3.2332,76.98
36459,N#CCN1CCC11CC1,"1S/C7H10N2/c8-4-6-9-5-3-7(9)1-2-7/h1-3,5-6H2",-0.2245,0.0254,0.2499,4.4127,80.8
36460,C#CC1CCC1CC#N,"1S/C8H9N/c1-2-7-3-4-8(7)5-6-9/h1,7-8H,3-5H2",-0.2716,0.0223,0.294,3.808,82.33
36461,C#CC1CCN1CC#N,"1S/C7H8N2/c1-2-7-3-5-9(7)6-4-8/h1,7H,3,5-6H2",-0.2434,0.0072,0.2507,4.2336,79.16
36462,C#CC1CNC1CC#N,"1S/C7H8N2/c1-2-6-5-9-7(6)3-4-8/h1,6-7,9H,3,5H2",-0.244,0.0212,0.2652,4.1676,79.17
36466,C#CCC1CCC1C#N,"1S/C8H9N/c1-2-3-7-4-5-8(7)6-9/h1,7-8H,3-5H2",-0.2701,0.0191,0.2892,3.8407,82.07
36467,C#CCC1CNC1C#N,"1S/C7H8N2/c1-2-3-6-5-9-7(6)4-8/h1,6-7,9H,3,5H2",-0.2545,0.0077,0.2622,4.3317,78.62
36470,C#CCC1NCC1C#N,"1S/C7H8N2/c1-2-3-7-6(4-8)5-9-7/h1,6-7,9H,3,5H2",-0.2464,0.0183,0.2647,4.5365,79.02
36473,C#CCN1CCC1C#C,"1S/C8H9N/c1-3-6-9-7-5-8(9)4-2/h1-2,8H,5-7H2",-0.2289,0.0225,0.2513,1.0909,85.63
36474,C#CCN1CCC1C#N,"1S/C7H8N2/c1-2-4-9-5-3-7(9)6-8/h1,7H,3-5H2",-0.247,0.0031,0.2501,4.2499,79.99
36475,N#CCC1CCC1C#N,"1S/C7H8N2/c8-4-3-6-1-2-7(6)5-9/h6-7H,1-3H2",-0.3173,0.0062,0.3235,3.9826,76.72
36476,N#CCC1CNC1C#N,"1S/C6H7N3/c7-2-1-5-4-9-6(5)3-8/h5-6,9H,1,4H2",-0.2686,-0.0066,0.262,4.3592,73.42
36478,N#CCC1NCC1C#N,"1S/C6H7N3/c7-2-1-6-5(3-8)4-9-6/h5-6,9H,1,4H2",-0.2619,0.0022,0.2641,4.6565,73.78
36480,N#CCN1CCC1C#N,"1S/C6H7N3/c7-2-4-9-3-1-6(9)5-8/h6H,1,3-4H2",-0.267,-0.014,0.253,4.5271,74.8
36487,N#CCC1CCC2CC12,"1S/C8H11N/c9-4-3-6-1-2-7-5-8(6)7/h6-8H,1-3,5H2",-0.279,0.0396,0.3186,4.151,82.23
36488,N#CCC1CCC2CN12,"1S/C7H10N2/c8-4-3-6-1-2-7-5-9(6)7/h6-7H,1-3,5H2",-0.2439,0.0378,0.2817,5.4668,78.92
36489,N#CCC1CCC2NC12,"1S/C7H10N2/c8-4-3-5-1-2-6-7(5)9-6/h5-7,9H,1-3H2",-0.2498,0.0418,0.2915,5.1292,79.01
36491,N#CCC1CCN2CC12,"1S/C7H10N2/c8-3-1-6-2-4-9-5-7(6)9/h6-7H,1-2,4-5H2",-0.243,0.0336,0.2766,2.8325,78.57
36493,N#CCC1NCC2NC12,"1S/C6H9N3/c7-2-1-4-6-5(9-6)3-8-4/h4-6,8-9H,1,3H2",-0.2243,0.0421,0.2663,5.4779,76.35
36498,N#CCN1CCC2CC12,"1S/C7H10N2/c8-2-4-9-3-1-6-5-7(6)9/h6-7H,1,3-5H2",-0.2231,0.023,0.2462,4.3528,79.11
36504,N#CCC1CCC=CC1,"1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-2,8H,3-6H2",-0.2479,0.0198,0.2677,4.0558,84.5
36507,N#CCN1CCC=CC1,"1S/C7H10N2/c8-4-7-9-5-2-1-3-6-9/h1-2H,3,5-7H2",-0.2347,0.0167,0.2514,3.2914,81.28
36512,N#CCC1CCCC=C1,"1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h2,4,8H,1,3,5-6H2",-0.2513,0.0132,0.2645,4.3522,85.41
36525,N#CCC1CCCCC1,"1S/C8H13N/c9-7-6-8-4-2-1-3-5-8/h8H,1-6H2",-0.3049,0.0366,0.3415,4.1294,86.25
36534,N#CCN1CCCCC1,"1S/C7H12N2/c8-4-7-9-5-2-1-3-6-9/h1-3,5-7H2",-0.2347,0.0246,0.2593,4.1942,83.81
36537,N#CCN=C1CC2CN12,"1S/C6H7N3/c7-1-2-8-6-3-5-4-9(5)6/h5H,2-4H2",-0.2523,-0.0081,0.2443,1.398,75.5
36539,C#CCN=C1CN=CN1,"1S/C6H7N3/c1-2-3-8-6-4-7-5-9-6/h1,5H,3-4H2,(H,7,8,9)",-0.2311,-0.0087,0.2223,2.8061,77.73
36540,N#CCN=C1CN=CN1,"1S/C5H6N4/c6-1-2-8-5-3-7-4-9-5/h4H,2-3H2,(H,7,8,9)",-0.2422,-0.0198,0.2224,1.6855,73.15
36552,C#CCCC#CC1CN1,"1S/C8H9N/c1-2-3-4-5-6-8-7-9-8/h1,8-9H,3-4,7H2",-0.2341,0.0281,0.2622,1.2798,90.58
36554,N#CCCC#CC1CC1,"1S/C8H9N/c9-7-3-1-2-4-8-5-6-8/h8H,1,3,5-6H2",-0.2458,0.0252,0.271,4.5437,88.85
36555,N#CCCC#CC1CN1,"1S/C7H8N2/c8-5-3-1-2-4-7-6-9-7/h7,9H,1,3,6H2",-0.2454,0.0127,0.2581,2.867,85.16
36557,C#CCC#CCCC#N,"1S/C8H7N/c1-2-3-4-5-6-7-8-9/h1H,3,6-7H2",-0.265,0.0164,0.2814,3.8588,83.86
36559,C#CCCC#CCC#N,"1S/C8H7N/c1-2-3-4-5-6-7-8-9/h1H,3-4,7H2",-0.2675,0.0134,0.2809,3.673,84.66
36560,N#CCCC#CCC#N,"1S/C7H6N2/c8-6-4-2-1-3-5-7-9/h2,4-5H2",-0.2874,-0.0013,0.2861,4.0344,78.99
36561,C#CC(CCC#N)C#C,"1S/C8H7N/c1-3-8(4-2)6-5-7-9/h1-2,8H,5-6H2",-0.2775,0.011,0.2885,3.7209,81.23
36562,C#CC(CCC#N)C#N,"1S/C7H6N2/c1-2-7(6-9)4-3-5-8/h1,7H,3-4H2",-0.3004,-0.0082,0.2922,4.0022,76.05
36563,C#CC(NCC#N)C#C,"1S/C7H6N2/c1-3-7(4-2)9-6-5-8/h1-2,7,9H,6H2",-0.2657,-0.0059,0.2598,3.9969,78.3
36564,C#CC(NCC#N)C#N,"1S/C6H5N3/c1-2-6(5-8)9-4-3-7/h1,6,9H,4H2",-0.2853,-0.0261,0.2593,4.6723,73.02
36568,C#CCCC(C#C)C#N,"1S/C8H7N/c1-3-5-6-8(4-2)7-9/h1-2,8H,5-6H2",-0.2722,0.0057,0.2779,3.4824,81.33
36569,C#CCNC(C#C)C#C,"1S/C8H7N/c1-4-7-9-8(5-2)6-3/h1-3,8-9H,7H2",-0.2413,0.0126,0.254,0.4807,81.5
36570,C#CCNC(C#C)C#N,"1S/C7H6N2/c1-3-5-9-7(4-2)6-8/h1-2,7,9H,5H2",-0.262,-0.0062,0.2558,4.2443,76.16
36571,C#CCNC(C#N)C#N,"1S/C6H5N3/c1-2-3-9-6(4-7)5-8/h1,6,9H,3H2",-0.2816,-0.0269,0.2547,4.3215,71.56
36575,N#CCNC(C#N)C#N,"1S/C5H4N4/c6-1-2-9-5(3-7)4-8/h5,9H,2H2",-0.3076,-0.0472,0.2604,2.6078,68.14
36576,C#CC1(CC1)NCC#N,"1S/C7H8N2/c1-2-7(3-4-7)9-6-5-8/h1,9H,3-4,6H2",-0.2412,0.0154,0.2566,4.3334,80.07
36578,C#CC1(CCC#N)CC1,"1S/C8H9N/c1-2-8(5-6-8)4-3-7-9/h1H,3-6H2",-0.2577,0.0307,0.2884,4.1944,83.19
36579,C#CC1(CCC#N)CN1,"1S/C7H8N2/c1-2-7(6-9-7)4-3-5-8/h1,9H,3-4,6H2",-0.2567,0.0196,0.2762,5.0787,79.84
36582,C#CCCC1(CC1)C#N,"1S/C8H9N/c1-2-3-4-8(7-9)5-6-8/h1H,3-6H2",-0.2675,0.0278,0.2954,3.8903,82.8
36583,C#CCCC1(CN1)C#C,"1S/C8H9N/c1-3-5-6-8(4-2)7-9-8/h1-2,9H,5-7H2",-0.2484,0.0369,0.2853,1.3769,84.6
36584,C#CCCC1(CN1)C#N,"1S/C7H8N2/c1-2-3-4-7(5-8)6-9-7/h1,9H,3-4,6H2",-0.2722,0.0166,0.2888,4.529,79.17
36587,C#CCNC1(CC1)C#N,"1S/C7H8N2/c1-2-5-9-7(6-8)3-4-7/h1,9H,3-5H2",-0.2435,0.0192,0.2627,4.4368,78.13
36590,N#CCCC1(CC1)C#N,1S/C7H8N2/c8-5-1-2-7(6-9)3-4-7/h1-4H2,-0.3019,0.0132,0.3151,4.6016,77.66
36591,N#CCCC1(CN1)C#N,"1S/C6H7N3/c7-3-1-2-6(4-8)5-9-6/h9H,1-2,5H2",-0.2905,0.0042,0.2947,4.0953,74.07
36593,N#CCNC1(CC1)C#N,"1S/C6H7N3/c7-3-4-9-6(5-8)1-2-6/h9H,1-2,4H2",-0.2633,0.0028,0.2661,3.411,73.21
36597,C#CCCC12CN(C1)C2,"1S/C8H11N/c1-2-3-4-8-5-9(6-8)7-8/h1H,3-7H2",-0.2291,0.0524,0.2815,1.1965,85.72
36598,C#CCNC12CN(C1)C2,"1S/C7H10N2/c1-2-3-8-7-4-9(5-7)6-7/h1,8H,3-6H2",-0.2294,0.0381,0.2675,1.9183,80.77
36601,N#CCCC12CC(C1)C2,"1S/C8H11N/c9-3-1-2-8-4-7(5-8)6-8/h7H,1-2,4-6H2",-0.3036,0.0385,0.3421,4.146,84.54
36603,N#CCCC12CN(C1)C2,"1S/C7H10N2/c8-3-1-2-7-4-9(5-7)6-7/h1-2,4-6H2",-0.241,0.0318,0.2728,2.297,80.68
36604,N#CCNC12CC(C1)C2,"1S/C7H10N2/c8-1-2-9-7-3-6(4-7)5-7/h6,9H,2-5H2",-0.2438,0.0235,0.2673,4.1394,81.43
36605,N#CCNC12CN(C1)C2,"1S/C6H9N3/c7-1-2-8-6-3-9(4-6)5-6/h8H,2-5H2",-0.246,0.0171,0.2632,2.4501,77.9
36615,N#CCCC12CC1CC2,"1S/C8H11N/c9-5-1-3-8-4-2-7(8)6-8/h7H,1-4,6H2",-0.2619,0.0392,0.3011,4.1425,84.29
36618,N#CCCC12CCC1N2,"1S/C7H10N2/c8-5-1-3-7-4-2-6(7)9-7/h6,9H,1-4H2",-0.2643,0.039,0.3033,5.0016,80.67
36620,N#CCCC12CN1CC2,"1S/C7H10N2/c8-4-1-2-7-3-5-9(7)6-7/h1-3,5-6H2",-0.2445,0.0353,0.2799,4.4442,80.2
36621,N#CCNC12CC1CC2,"1S/C7H10N2/c8-3-4-9-7-2-1-6(7)5-7/h6,9H,1-2,4-5H2",-0.2418,0.0242,0.266,4.102,81.22
36631,N#CCCC1=CCCC1,"1S/C8H11N/c9-7-3-6-8-4-1-2-5-8/h4H,1-3,5-6H2",-0.2435,0.0118,0.2553,4.2848,86.98
36642,N#CCCC1C2CC1C2,"1S/C8H11N/c9-3-1-2-8-6-4-7(8)5-6/h6-8H,1-2,4-5H2",-0.3047,0.0385,0.3432,4.2181,84.52
36644,N#CCCC1C2CN1C2,"1S/C7H10N2/c8-3-1-2-7-6-4-9(7)5-6/h6-7H,1-2,4-5H2",-0.2424,0.0385,0.2808,4.7098,81.06
36645,N#CCCN1C2CC1C2,"1S/C7H10N2/c8-2-1-3-9-6-4-7(9)5-6/h6-7H,1,3-5H2",-0.2332,0.0389,0.2722,4.5384,81.79
36646,N#CCNC1C2CC1C2,"1S/C7H10N2/c8-1-2-9-7-5-3-6(7)4-5/h5-7,9H,2-4H2",-0.2404,0.0239,0.2643,4.301,81.4
36654,N#CCCC1C2CCC12,"1S/C8H11N/c9-5-1-2-6-7-3-4-8(6)7/h6-8H,1-4H2",-0.2649,0.0383,0.3032,4.4749,83.32
36655,N#CCCC1C2CCN12,"1S/C7H10N2/c8-4-1-2-6-7-3-5-9(6)7/h6-7H,1-3,5H2",-0.2412,0.0334,0.2747,3.5965,79.48
